Column1,Column2
0.9471226677469167,0.2234405209810476
1.0273220092573296,0.30915108921300705
1.1058963546657459,0.3940751120677807
1.1826233242978186,0.4782210145018128
1.257672156990441,0.5616371762385739
1.3318152582017801,0.644474843135345
1.4069979722707815,0.7271661634194491
1.482821283087729,0.8097249872693066
1.5590992930597267,0.8921636323519205
1.635822314038138,0.9745200960223269
1.713084818250178,1.0568495331724075
1.7910482301638038,1.1392185255705825
1.8698389986335293,1.2216840526457213
1.949458434981213,1.3042746460587524
2.0297030422186033,1.3869785473638983
2.1105343706652357,1.4698259290034603
2.192017070237758,1.5528131618617915
2.2741634776547306,1.6359274341167578
2.356924951466264,1.7191445677502297
2.440230837696422,1.8024368603749488
2.5240584813453304,1.8857795662739583
2.6082078227594367,1.9692738676558645
2.6925356575905375,2.0527198791508567
2.7769632576810586,2.1360890498371914
2.8614805003811306,2.219596586994594
2.9457961443192753,2.3029315212874493
3.029831522220149,2.3860688427361803
3.113725039407889,2.4692364582411948
3.1971107406197374,2.552131997540266
3.280004460779178,2.6350510033425327
3.3621488721165194,2.7176228373082028
3.443581872363774,2.7998332579723226
3.524022218230998,2.8819642579540985
3.603562912453522,2.9636722225519048
3.6819456198039777,3.0452720816394185
3.759265717468675,3.126394335366669
3.8352878063260545,3.2073853501940146
3.910109425326469,3.2878511875922882
3.9835195457822747,3.3681687953706207
4.055616100776201,3.4479206779545395
4.126215375435264,3.527514125919635
4.195412040095149,3.6065083830002305
4.263055080483674,3.6853415995789085
4.3292294718998185,3.7635493002162703
4.393827250822827,3.841601786463477
4.456912551771653,3.9190094582358004
4.518442962513534,3.996273708404828
4.5784411364852104,4.072880265471075
4.6369707402221705,4.149334289452173
4.693986218072888,4.2251239126843165
4.749526557480189,4.300785377640109
4.803586118568894,4.375781179166287
4.85622918990732,4.450661340921953
4.9074482902498,4.524879676533565
4.957284175979643,4.599015967464653
5.0057648390020235,4.672498826679539
5.052953445243548,4.745923191082413
5.098873255567395,4.818706498396532
5.143577175608975,4.8914690811510875
5.187108753573737,4.9636064277900545
5.229535910679458,5.035755905838388
5.270898952490438,5.107298758998897
5.311262146888198,5.178895745948333
5.3506761039571185,5.249906902940632
5.389218209095745,5.321009982340161
5.4269330507494296,5.39154957738013
5.463892291176016,5.46222801997094
5.500148383798575,5.532366167598673
5.53579143546481,5.602679756630189
5.570859420931873,5.672476679136448
5.605416868893165,5.742507172123841
5.639522947175696,5.8120437999964425
5.673305448139486,5.88181870878779
5.706769077720193,5.951123309890999
5.739891799631807,6.020768065891653
5.772808462650227,6.089962028460854
5.805679569765278,6.159442060179138
5.838477413653168,6.228493640255757
5.871103493164228,6.297947754620093
5.903760734927611,6.366991223984471
5.936373335995738,6.436503682272667
5.969110963165558,6.505616794565718
6.002073329253078,6.575190142612024
6.035255162305845,6.644377281167342
6.06861580907028,6.714137451619804
6.102272384255542,6.783511490556411
6.136504278900482,6.852534177360544
6.170850116052782,6.922074598503908
6.205446184029021,6.9922420495252675
6.24047992339292,7.06203282649137
6.276266729709735,7.131687923265669
6.312285097185528,7.20191383971578
6.348924964017417,7.271735329526636
6.385817148488279,7.342159420200794
6.423546482029675,7.412507620637841
6.4615692674745215,7.483478391207557
6.500215478836179,7.554063151798907
6.539168036225808,7.625291557496306
6.578771392019151,7.696120463898983
6.618685443138199,7.767612425606825
6.6592744187220925,7.838685711363493
6.700170106929025,7.910440350783941
6.741767888009553,7.98174663761629
6.783659595003815,8.05375299727645
6.8263058256718745,8.125256956252946
6.869222299775774,8.197484676590959
6.912767585807663,8.270379653658468
6.956924566453158,8.34280746577419
7.001419751893377,8.41612261891281
7.04650664022601,8.488924829451264
7.092283323110791,8.561179798012471
7.138251029505514,8.634178365845399
7.1850311316242115,8.706922851414195
7.231974541177902,8.780405587501319
7.279537589312055,8.85330604922778
7.327216149465995,8.92695028856091
7.375557985614202,8.999946784374755
7.423957845443566,9.073698768783643
7.472536612843925,9.148358025410158
7.521550430583168,9.222390052595577
7.571086503782256,9.295756361869579
7.620597042412403,9.369865297297192
7.67068677758842,9.443281796614786
7.720687803590743,9.517446500417272
7.770707984568283,9.592504435812966
7.821040402496373,9.66686527133338
7.871794880999854,9.740465719854154
7.922368956503182,9.81480068779483
7.973344493180283,9.888944005502948
8.024127576990367,9.96387522989976
8.075134429568754,10.03806841250564
8.125924616673613,10.1131145891165
8.176888148801952,10.187391538836332
8.228160745617634,10.261305651200122
8.279108144691335,10.335960456378016
8.330224731166172,10.409797468757958
8.380974932891048,10.484371408918713
8.43187089128198,10.558101181457783
8.48236220031825,10.632563026127306
8.532984186750728,10.706151777298142
8.583165704492313,10.78046628067292
8.633476988901242,10.853872205241139
8.68331330932218,10.92799711528178
8.733306633603132,11.001177719902438
8.78279050749129,11.075074866388318
8.83237292070056,11.148631530301747
8.881455316573938,11.222982281709639
8.930543562236666,11.296429750630008
8.979143926867547,11.370732145582206
9.027727362481018,11.444117562365905
9.07638240798313,11.517093670236665
9.124491268211457,11.590851838803811
9.17260558322273,11.663668870063232
9.220170906673005,11.73729396939065
9.26773305474334,11.809975997273932
9.314754030886535,11.883512283065489
9.36176417476755,11.956102047566697
9.40832671498088,12.02952589358349
9.454878770780361,12.101994528247994
9.50141593869009,12.174320735161672
9.547459904225036,12.247535174993365
9.593503707282741,12.319784670775903
9.639578423797568,12.391758296400392
9.685108874890618,12.464616055849437
9.73066601087477,12.53650461206433
9.775724293234182,12.609318108499318
9.820816925844184,12.681157470347054
9.865885432536272,12.752979407428972
9.910763346157783,12.82522769284691
9.955747113395063,12.89646658711947
10.000197969430948,12.96854039397828
10.044796819685747,13.039582767267252
10.088872133795501,13.11145745681764
10.13316323695328,13.182266053317182
10.17693637987125,13.253912288896414
10.22083777313531,13.325260526588233
10.264259782615941,13.397565270395692
10.307826225466139,13.468889175597262
10.3509822520379,13.541216219190858
10.394296292958575,13.612555694157365
10.437921681754567,13.68303806322671
10.481078853032727,13.754401727137118
10.524498651809887,13.825215940609292
10.567476336862596,13.896942956352959
10.610724028730186,13.967643169663463
10.65354310292625,14.03926092463692
10.69667143048282,14.109832210738583
10.739381991374458,14.181325177031857
10.782461293951886,14.251734045386396
10.82512828792311,14.323074305077503
10.86818070678739,14.393670057122813
10.91083740050611,14.46520870781579
10.953906690241842,14.53565176366473
10.9965833546295,14.607049357561282
11.03964437914515,14.677824242560014
11.082332830219984,14.749570733793561
11.125407876594105,14.820271584638338
11.16811797492065,14.891951138578888
11.211242682210827,14.962566680712094
